ID,Title,Difficulty,Leetcode Question Link,Tags
756,Pyramid Transition Matrix,Medium, https://leetcode.com/problems/pyramid-transition-matrix, "Backtracking, Bit Manipulation"
588,Design In-Memory File System,Hard, https://leetcode.com/problems/design-in-memory-file-system, "Design, Trie"
843,Guess the Word,Hard, https://leetcode.com/problems/guess-the-word, "Array, Math, Interactive"
622,Design Circular Queue,Medium, https://leetcode.com/problems/design-circular-queue, "Array, Linked List, Design, Queue"
212,Word Search II,Hard, https://leetcode.com/problems/word-search-ii, "Array, Backtracking, Trie"
299,Bulls and Cows,Easy, https://leetcode.com/problems/bulls-and-cows, "Hash Table, String"
211,Add and Search Word - Data structure design,Medium, https://leetcode.com/problems/add-and-search-word-data-structure-design, "Depth-First Search, Trie, Design"
953,Verifying an Alien Dictionary,Easy, https://leetcode.com/problems/verifying-an-alien-dictionary, "Array, Hash Table, String"
34,Find First and Last Position of Element in Sorted Array,Medium, https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array, "Array, Binary Search"
1058,Minimize Rounding Error to Meet Target,Medium, https://leetcode.com/problems/minimize-rounding-error-to-meet-target, "Math, Greedy"
385,Mini Parser,Medium, https://leetcode.com/problems/mini-parser, "Stack, String, Depth-First Search"
160,Intersection of Two Linked Lists,Easy, https://leetcode.com/problems/intersection-of-two-linked-lists, "Linked List, Two Pointers"
108,Convert Sorted Array to Binary Search Tree,Easy, https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree, "Array, Divide and Conquer, Binary Search Tree"
190,Reverse Bits,Easy, https://leetcode.com/problems/reverse-bits, "Bit Manipulation"
227,Basic Calculator II,Medium, https://leetcode.com/problems/basic-calculator-ii, "Math, Stack"
1017,Convert to Base -2,Medium, https://leetcode.com/problems/convert-to-base-2, "Math"
1041,Robot Bounded In Circle,Medium, https://leetcode.com/problems/robot-bounded-in-circle, "Math, Simulation"
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard, https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix, "Breadth-First Search, Bit Manipulation"
1298,Maximum Candies You Can Get from Boxes,Hard, https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes, "Breadth-First Search, Depth-First Search"
1310,XOR Queries of a Subarray,Medium, https://leetcode.com/problems/xor-queries-of-a-subarray, "Array, Bit Manipulation"
961,N-Repeated Element in Size 2N Array,Easy, https://leetcode.com/problems/n-repeated-element-in-size-2n-array, "Array, Hash Table"
1223,Dice Roll Simulation,Medium, https://leetcode.com/problems/dice-roll-simulation, "Dynamic Programming"
713,Subarray Product Less Than K,Medium, https://leetcode.com/problems/subarray-product-less-than-k, "Array, Sliding Window"
1411,Number of Ways to Paint N × 3 Grid,Hard, https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid, "Dynamic Programming"
1177,Can Make Palindrome from Substring,Medium, https://leetcode.com/problems/can-make-palindrome-from-substring, "Hash Table, String"
1319,Number of Operations to Make Network Connected,Medium, https://leetcode.com/problems/number-of-operations-to-make-network-connected, "Union Find, Graph"
1048,Longest String Chain,Medium, https://leetcode.com/problems/longest-string-chain, "Hash Table, Dynamic Programming"
995,Minimum Number of K Consecutive Bit Flips,Hard, https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips, "Array, Greedy, Sliding Window"
443,String Compression,Easy, https://leetcode.com/problems/string-compression, "Two Pointers, String"
743,Network Delay Time,Medium, https://leetcode.com/problems/network-delay-time, "Graph, Shortest Path"
677,Map Sum Pairs,Medium, https://leetcode.com/problems/map-sum-pairs, "Trie, Hash Table, Design"
740,Delete and Earn,Medium, https://leetcode.com/problems/delete-and-earn, "Dynamic Programming"
1425,Constrained Subsequence Sum,Hard, https://leetcode.com/problems/constrained-subsequence-sum, "Dynamic Programming, Queue, Sliding Window"
1326,Minimum Number of Taps to Open to Water a Garden,Hard, https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden, "Greedy, Dynamic Programming"
1338,Reduce Array Size to The Half,Medium, https://leetcode.com/problems/reduce-array-size-to-the-half, "Array, Greedy, Sorting"
1370,Increasing Decreasing String,Easy, https://leetcode.com/problems/increasing-decreasing-string, "String, Sorting"
992,Subarrays with K Different Integers,Hard, https://leetcode.com/problems/subarrays-with-k-different-integers, "Array, Sliding Window"
678,Valid Parenthesis String,Medium, https://leetcode.com/problems/valid-parenthesis-string, "String, Dynamic Programming, Greedy"
173,Binary Search Tree Iterator,Medium, https://leetcode.com/problems/binary-search-tree-iterator, "Tree, Stack, Design, Binary Search Tree"
394,Decode String,Medium, https://leetcode.com/problems/decode-string, "Stack, Depth-First Search, String"
94,Binary Tree Inorder Traversal,Medium, https://leetcode.com/problems/binary-tree-inorder-traversal, "Tree, Stack"
666,Path Sum IV,Medium, https://leetcode.com/problems/path-sum-iv, "Tree, Depth-First Search"
548,Split Array with Equal Sum,Medium, https://leetcode.com/problems/split-array-with-equal-sum, "Array"
555,Split Concatenated Strings,Medium, https://leetcode.com/problems/split-concatenated-strings, "String"
937,Reorder Data in Log Files,Easy, https://leetcode.com/problems/reorder-data-in-log-files, "String, Sorting"
819,Most Common Word,Easy, https://leetcode.com/problems/most-common-word, "Hash Table, String"
763,Partition Labels,Medium, https://leetcode.com/problems/partition-labels, "Greedy, Hash Table, Two Pointers"
572,Subtree of Another Tree,Easy, https://leetcode.com/problems/subtree-of-another-tree, "Tree, Depth-First Search, Tree Matching"
472,Concatenated Words,Hard, https://leetcode.com/problems/concatenated-words, "Trie, Depth-First Search, Dynamic Programming"
973,K Closest Points to Origin,Medium, https://leetcode.com/problems/k-closest-points-to-origin, "Array, Divide and Conquer, Geometry, Quickselect, Sorting, Heap (Priority Queue)"
1167,Minimum Cost to Connect Sticks,Medium, https://leetcode.com/problems/minimum-cost-to-connect-sticks, "Greedy, Heap (Priority Queue)"
957,Prison Cells After N Days,Medium, https://leetcode.com/problems/prison-cells-after-n-days, "Hash Table, Math"
1152,Analyze User Website Visit Pattern,Medium, https://leetcode.com/problems/analyze-user-website-visit-pattern, "Array, Hash Table, Sorting"
1268,Search Suggestions System,Medium, https://leetcode.com/problems/search-suggestions-system, "Binary Search, Trie"
297,Serialize and Deserialize Binary Tree,Hard, https://leetcode.com/problems/serialize-and-deserialize-binary-tree, "Tree, Depth-First Search, Breadth-First Search, Design"
642,Design Search Autocomplete System,Hard, https://leetcode.com/problems/design-search-autocomplete-system, "Design, Trie, Hash Table"
348,Design Tic-Tac-Toe,Medium, https://leetcode.com/problems/design-tic-tac-toe, "Array, Design"
694,Number of Distinct Islands,Medium, https://leetcode.com/problems/number-of-distinct-islands, "Hash Table, Depth-First Search, Breadth-First Search"
126,Word Ladder II,Hard, https://leetcode.com/problems/word-ladder-ii, "Breadth-First Search, Backtracking, Hash Table"
253,Meeting Rooms II,Medium, https://leetcode.com/problems/meeting-rooms-ii, "Array, Greedy, Sorting, Heap (Priority Queue)"
273,Integer to English Words,Hard, https://leetcode.com/problems/integer-to-english-words, "Recursion, String"
1102,Path With Maximum Minimum Value,Medium, https://leetcode.com/problems/path-with-maximum-minimum-value, "Array, Dynamic Programming, Binary Search, Matrix"
866,Prime Palindrome,Medium, https://leetcode.com/problems/prime-palindrome, "Math"
1099,Two Sum Less Than K,Easy, https://leetcode.com/problems/two-sum-less-than-k, "Array, Two Pointers"
863,All Nodes Distance K in Binary Tree,Medium, https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree, "Tree, Depth-First Search, Breadth-First Search"
1000,Minimum Cost to Merge Stones,Hard, https://leetcode.com/problems/minimum-cost-to-merge-stones, "Dynamic Programming"
909,Snakes and Ladders,Medium, https://leetcode.com/problems/snakes-and-ladders, "Breadth-First Search, Array, Matrix"
733,Flood Fill,Easy, https://leetcode.com/problems/flood-fill, "Array, Depth-First Search, Breadth-First Search"
99,Recover Binary Search Tree,Hard, https://leetcode.com/problems/recover-binary-search-tree, "Tree, Depth-First Search, Binary Search Tree"
490,The Maze,Medium, https://leetcode.com/problems/the-maze, "Breadth-First Search, Depth-First Search"
353,Design Snake Game,Medium, https://leetcode.com/problems/design-snake-game, "Design, Queue"
17,Letter Combinations of a Phone Number,Medium, https://leetcode.com/problems/letter-combinations-of-a-phone-number, "Backtracking, String"
140,Word Break II,Hard, https://leetcode.com/problems/word-break-ii, "Backtracking, Dynamic Programming"
1155,Number of Dice Rolls With Target Sum,Medium, https://leetcode.com/problems/number-of-dice-rolls-with-target-sum, "Dynamic Programming"
815,Bus Routes,Hard, https://leetcode.com/problems/bus-routes, "Breadth-First Search, Array"
772,Basic Calculator III,Hard, https://leetcode.com/problems/basic-calculator-iii, "Stack, Math"
981,Time Based Key-Value Store,Medium, https://leetcode.com/problems/time-based-key-value-store, "Design, Hash Table, Binary Search"
456,132 Pattern,Medium, https://leetcode.com/problems/132-pattern, "Stack, Greedy"
437,Path Sum III,Medium, https://leetcode.com/problems/path-sum-iii, "Tree, Depth-First Search"
503,Next Greater Element II,Medium, https://leetcode.com/problems/next-greater-element-ii, "Array, Stack, Monotonic Stack"
208,Implement Trie (Prefix Tree),Medium, https://leetcode.com/problems/implement-trie-prefix-tree, "Trie, Hash Table, Design"
97,Interleaving String,Hard, https://leetcode.com/problems/interleaving-string, "Dynamic Programming, String"
1091,Shortest Path in Binary Matrix,Medium, https://leetcode.com/problems/shortest-path-in-binary-matrix, "Breadth-First Search"
980,Unique Paths III,Hard, https://leetcode.com/problems/unique-paths-iii, "Backtracking, Dynamic Programming, Matrix"
277,Find the Celebrity,Medium, https://leetcode.com/problems/find-the-celebrity, "Greedy, Graph"
496,Next Greater Element I,Easy, https://leetcode.com/problems/next-greater-element-i, "Array, Stack, Monotonic Stack"
1044,Longest Duplicate Substring,Hard, https://leetcode.com/problems/longest-duplicate-substring, "Binary Search, Hash Table, String"
323,Number of Connected Components in an Undirected Graph,Medium, https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph, "Depth-First Search, Union Find, Graph"
449,Serialize and Deserialize BST,Medium, https://leetcode.com/problems/serialize-and-deserialize-bst, "Tree, Depth-First Search, Breadth-First Search, Design, Binary Search Tree"
403,Frog Jump,Hard, https://leetcode.com/problems/frog-jump, "Dynamic Programming, Depth-First Search"
1038,Binary Search Tree to Greater Sum Tree,Medium, https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree, "Tree, Depth-First Search, Binary Search Tree"
640,Solve the Equation,Medium, https://leetcode.com/problems/solve-the-equation, "Math, String, Simulation"
895,Maximum Frequency Stack,Hard, https://leetcode.com/problems/maximum-frequency-stack, "Hash Table, Stack, Design"
165,Compare Version Numbers,Medium, https://leetcode.com/problems/compare-version-numbers, "Two Pointers, String"
210,Course Schedule II,Medium, https://leetcode.com/problems/course-schedule-ii, "Depth-First Search, Breadth-First Search, Graph, Topological Sort"
767,Reorganize String,Medium, https://leetcode.com/problems/reorganize-string, "Greedy, Heap (Priority Queue), Sorting"
1219,Path with Maximum Gold,Medium, https://leetcode.com/problems/path-with-maximum-gold, "Backtracking, Matrix"
109,Convert Sorted List to Binary Search Tree,Medium, https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree, "Linked List, Divide and Conquer, Tree"
1214,Two Sum BSTs,Medium, https://leetcode.com/problems/two-sum-bsts, "Tree, Depth-First Search, Binary Search Tree"
721,Accounts Merge,Medium, https://leetcode.com/problems/accounts-merge, "Array, Depth-First Search, Union Find"
445,Add Two Numbers II,Medium, https://leetcode.com/problems/add-two-numbers-ii, "Linked List, Math, Stack"
317,Shortest Distance from All Buildings,Hard, https://leetcode.com/problems/shortest-distance-from-all-buildings, "Breadth-First Search, Matrix"
634,Find the Derangement of An Array,Medium, https://leetcode.com/problems/find-the-derangement-of-an-array, "Math, Dynamic Programming"
289,Game of Life,Medium, https://leetcode.com/problems/game-of-life, "Array, Matrix, Simulation"
489,Robot Room Cleaner,Hard, https://leetcode.com/problems/robot-room-cleaner, "Depth-First Search, Backtracking, Interactive"
207,Course Schedule,Medium, https://leetcode.com/problems/course-schedule, "Depth-First Search, Breadth-First Search, Graph, Topological Sort"
770,Basic Calculator IV,Hard, https://leetcode.com/problems/basic-calculator-iv, "Math, Stack"
480,Sliding Window Median,Hard, https://leetcode.com/problems/sliding-window-median, "Array, Two Pointers, Sliding Window, Heap (Priority Queue)"
1429,First Unique Number,Medium, https://leetcode.com/problems/first-unique-number, "Design, Queue, Hash Table"
103,Binary Tree Zigzag Level Order Traversal,Medium, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal, "Tree, Breadth-First Search"
347,Top K Frequent Elements,Medium, https://leetcode.com/problems/top-k-frequent-elements, "Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue)"
1236,Web Crawler,Medium, https://leetcode.com/problems/web-crawler, "Graph, Depth-First Search, Breadth-First Search"
388,Longest Absolute File Path,Medium, https://leetcode.com/problems/longest-absolute-file-path, "String, Stack"
352,Data Stream as Disjoint Intervals,Hard, https://leetcode.com/problems/data-stream-as-disjoint-intervals, "Binary Search, Ordered Set"
188,Best Time to Buy and Sell Stock IV,Hard, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv, "Array, Dynamic Programming"
116,Populating Next Right Pointers in Each Node,Medium, https://leetcode.com/problems/populating-next-right-pointers-in-each-node, "Tree, Depth-First Search, Breadth-First Search"
1046,Last Stone Weight,Easy, https://leetcode.com/problems/last-stone-weight, "Heap (Priority Queue)"
465,Optimal Account Balancing,Hard, https://leetcode.com/problems/optimal-account-balancing, "Backtracking, Dynamic Programming, Graph"
384,Shuffle an Array,Medium, https://leetcode.com/problems/shuffle-an-array, "Array, Math, Randomized"
564,Find the Closest Palindrome,Hard, https://leetcode.com/problems/find-the-closest-palindrome, "Math, String"
737,Sentence Similarity II,Medium, https://leetcode.com/problems/sentence-similarity-ii, "Depth-First Search, Union Find, Graph"
997,Find the Town Judge,Easy, https://leetcode.com/problems/find-the-town-judge, "Array, Graph"
735,Asteroid Collision,Medium, https://leetcode.com/problems/asteroid-collision, "Stack"
675,Cut Off Trees for Golf Event,Hard, https://leetcode.com/problems/cut-off-trees-for-golf-event, "Breadth-First Search, Array, Matrix"
1011,Capacity To Ship Packages Within D Days,Medium, https://leetcode.com/problems/capacity-to-ship-packages-within-d-days, "Array, Binary Search"
1335,Minimum Difficulty of a Job Schedule,Hard, https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule, "Array, Dynamic Programming"
1197,Minimum Knight Moves,Medium, https://leetcode.com/problems/minimum-knight-moves, "Breadth-First Search, Dynamic Programming"
688,Knight Probability in Chessboard,Medium, https://leetcode.com/problems/knight-probability-in-chessboard, "Dynamic Programming"
1215,Stepping Numbers,Medium, https://leetcode.com/problems/stepping-numbers, "Breadth-First Search"
1057,Campus Bikes,Medium, https://leetcode.com/problems/campus-bikes, "Greedy, Sorting, Matrix"
75,Sort Colors,Medium, https://leetcode.com/problems/sort-colors, "Array, Two Pointers, Sorting"
1279,Traffic Light Controlled Intersection,Easy, https://leetcode.com/problems/traffic-light-controlled-intersection, "Concurrency"
556,Next Greater Element III,Medium, https://leetcode.com/problems/next-greater-element-iii, "String, Greedy"
978,Longest Turbulent Subarray,Medium, https://leetcode.com/problems/longest-turbulent-subarray, "Array, Dynamic Programming, Sliding Window"
1032,Stream of Characters,Hard, https://leetcode.com/problems/stream-of-characters, "Design, Trie, String"
332,Reconstruct Itinerary,Medium, https://leetcode.com/problems/reconstruct-itinerary, "Depth-First Search, Graph, Eulerian Circuit"
628,Maximum Product of Three Numbers,Easy, https://leetcode.com/problems/maximum-product-of-three-numbers, "Array, Math"
1100,Find K-Length Substrings With No Repeated Characters,Medium, https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters, "String, Sliding Window"
529,Minesweeper,Medium, https://leetcode.com/problems/minesweeper, "Array, Depth-First Search, Breadth-First Search, Matrix"
1130,Minimum Cost Tree From Leaf Values,Medium, https://leetcode.com/problems/minimum-cost-tree-from-leaf-values, "Stack, Greedy, Dynamic Programming"
133,Clone Graph,Medium, https://leetcode.com/problems/clone-graph, "Depth-First Search, Breadth-First Search, Graph"
333,Largest BST Subtree,Medium, https://leetcode.com/problems/largest-bst-subtree, "Tree, Depth-First Search, Binary Search Tree"
794,Valid Tic-Tac-Toe State,Medium, https://leetcode.com/problems/valid-tic-tac-toe-state, "Array, Math"
518,Coin Change 2,Medium, https://leetcode.com/problems/coin-change-2, "Dynamic Programming"
901,Online Stock Span,Medium, https://leetcode.com/problems/online-stock-span, "Stack, Design, Monotonic Stack"
135,Candy,Hard, https://leetcode.com/problems/candy, "Array, Greedy"
854,K-Similar Strings,Hard, https://leetcode.com/problems/k-similar-strings, "Breadth-First Search, String"
1244,Design A Leaderboard,Medium, https://leetcode.com/problems/design-a-leaderboard, "Hash Table, Design"
1229,Meeting Scheduler,Medium, https://leetcode.com/problems/meeting-scheduler, "Array, Sorting, Two Pointers"
134,Gas Station,Medium, https://leetcode.com/problems/gas-station, "Greedy"
1031,Maximum Sum of Two Non-Overlapping Subarrays,Medium, https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays, "Array, Dynamic Programming"
1275,Find Winner on a Tic Tac Toe Game,Easy, https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game, "Array, Simulation"
261,Graph Valid Tree,Medium, https://leetcode.com/problems/graph-valid-tree, "Depth-First Search, Breadth-First Search, Union Find, Graph"
417,Pacific Atlantic Water Flow,Medium, https://leetcode.com/problems/pacific-atlantic-water-flow, "Depth-First Search, Breadth-First Search, Graph"
410,Split Array Largest Sum,Hard, https://leetcode.com/problems/split-array-largest-sum, "Binary Search, Dynamic Programming, Greedy"
1172,Dinner Plate Stacks,Hard, https://leetcode.com/problems/dinner-plate-stacks, "Stack, Design, Heap (Priority Queue)"
1120,Maximum Average Subtree,Medium, https://leetcode.com/problems/maximum-average-subtree, "Tree, Depth-First Search"
409,Longest Palindrome,Easy, https://leetcode.com/problems/longest-palindrome, "Hash Table, String, Greedy"
426,Convert Binary Search Tree to Sorted Doubly Linked List,Medium, https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list, "Tree, Depth-First Search, Binary Search Tree"
1139,Largest 1-Bordered Square,Medium, https://leetcode.com/problems/largest-1-bordered-square, "Array, Dynamic Programming, Matrix"
632,Smallest Range Covering Elements from K Lists,Hard, https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists, "Array, Heap (Priority Queue), Sliding Window"
466,Count The Repetitions,Hard, https://leetcode.com/problems/count-the-repetitions, "Dynamic Programming, Greedy"
286,Walls and Gates,Medium, https://leetcode.com/problems/walls-and-gates, "Breadth-First Search, Depth-First Search"
187,Repeated DNA Sequences,Medium, https://leetcode.com/problems/repeated-dna-sequences, "Hash Table, String, Bit Manipulation, Sliding Window"
1066,Campus Bikes II,Medium, https://leetcode.com/problems/campus-bikes-ii, "Dynamic Programming, Backtracking"
153,Find Minimum in Rotated Sorted Array,Medium, https://leetcode.com/problems/find-minimum-in-rotated-sorted-array, "Array, Binary Search"
775,Global and Local Inversions,Medium, https://leetcode.com/problems/global-and-local-inversions, "Array, Math"
120,Triangle,Medium, https://leetcode.com/problems/triangle, "Array, Dynamic Programming"
296,Best Meeting Point,Hard, https://leetcode.com/problems/best-meeting-point, "Array, Math, Geometry, Sorting"
1188,Design Bounded Blocking Queue,Medium, https://leetcode.com/problems/design-bounded-blocking-queue, "Concurrency"
1094,Car Pooling,Medium, https://leetcode.com/problems/car-pooling, "Array, Sorting, Prefix Sum"
682,Baseball Game,Easy, https://leetcode.com/problems/baseball-game, "Array, Stack"
1122,Relative Sort Array,Easy, https://leetcode.com/problems/relative-sort-array, "Array, Sorting"
939,Minimum Area Rectangle,Medium, https://leetcode.com/problems/minimum-area-rectangle, "Array, Hash Table, Geometry"
373,Find K Pairs with Smallest Sums,Medium, https://leetcode.com/problems/find-k-pairs-with-smallest-sums, "Array, Heap (Priority Queue)"
442,Find All Duplicates in an Array,Medium, https://leetcode.com/problems/find-all-duplicates-in-an-array, "Array"
356,Line Reflection,Medium, https://leetcode.com/problems/line-reflection, "Hash Table, Math, Geometry"
1135,Connecting Cities With Minimum Cost,Medium, https://leetcode.com/problems/connecting-cities-with-minimum-cost, "Greedy, Union Find, Graph"
117,Populating Next Right Pointers in Each Node II,Medium, https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii, "Tree, Depth-First Search, Breadth-First Search"
123,Best Time to Buy and Sell Stock III,Hard, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii, "Array, Dynamic Programming"
1004,Max Consecutive Ones III,Medium, https://leetcode.com/problems/max-consecutive-ones-iii, "Array, Sliding Window"
179,Largest Number,Medium, https://leetcode.com/problems/largest-number, "Greedy, Sorting, String"
542,01 Matrix,Medium, https://leetcode.com/problems/01-matrix, "Array, Breadth-First Search, Dynamic Programming, Matrix"
1143,Longest Common Subsequence,Medium, https://leetcode.com/problems/longest-common-subsequence, "Dynamic Programming, String"
63,Unique Paths II,Medium, https://leetcode.com/problems/unique-paths-ii, "Array, Dynamic Programming, Matrix"
690,Employee Importance,Easy, https://leetcode.com/problems/employee-importance, "Hash Table, Depth-First Search, Breadth-First Search"
1315,Sum of Nodes with Even-Valued Grandparent,Medium, https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent, "Tree, Depth-First Search"
1360,Number of Days Between Two Dates,Easy, https://leetcode.com/problems/number-of-days-between-two-dates, "Math"
272,Closest Binary Search Tree Value II,Hard, https://leetcode.com/problems/closest-binary-search-tree-value-ii, "Tree, Stack, Binary Search Tree, Design"
1198,Find Smallest Common Element in All Rows,Medium, https://leetcode.com/problems/find-smallest-common-element-in-all-rows, "Array, Hash Table, Matrix"
438,Find All Anagrams in a String,Medium, https://leetcode.com/problems/find-all-anagrams-in-a-string, "Hash Table, String, Sliding Window"
262,Trips and Users,Hard, https://leetcode.com/problems/trips-and-users, "SQL"
473,Matchsticks to Square,Medium, https://leetcode.com/problems/matchsticks-to-square, "Array, Dynamic Programming, Backtracking"
698,Partition to K Equal Sum Subsets,Medium, https://leetcode.com/problems/partition-to-k-equal-sum-subsets, "Array, Dynamic Programming, Backtracking, Bit Manipulation"
701,Insert into a Binary Search Tree,Medium, https://leetcode.com/problems/insert-into-a-binary-search-tree, "Tree, Binary Search Tree"
636,Exclusive Time of Functions,Medium, https://leetcode.com/problems/exclusive-time-of-functions, "Array, Stack"
453,Minimum Moves to Equal Array Elements,Easy, https://leetcode.com/problems/minimum-moves-to-equal-array-elements, "Math"
419,Battleships in a Board,Medium, https://leetcode.com/problems/battleships-in-a-board, "Array, Depth-First Search, Matrix"
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium, https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree, "Tree, Depth-First Search"
805,Split Array With Same Average,Hard, https://leetcode.com/problems/split-array-with-same-average, "Math, Dynamic Programming"
963,Minimum Area Rectangle II,Medium, https://leetcode.com/problems/minimum-area-rectangle-ii, "Array, Geometry, Math"
785,Is Graph Bipartite?,Medium, https://leetcode.com/problems/is-graph-bipartite, "Depth-First Search, Breadth-First Search, Union Find, Graph"
301,Remove Invalid Parentheses,Hard, https://leetcode.com/problems/remove-invalid-parentheses, "Breadth-First Search, String, Backtracking"
715,Range Module,Hard, https://leetcode.com/problems/range-module, "Design, Segment Tree, Ordered Set"
881,Boats to Save People,Medium, https://leetcode.com/problems/boats-to-save-people, "Array, Two Pointers, Greedy"
242,Valid Anagram,Easy, https://leetcode.com/problems/valid-anagram, "Hash Table, String, Sorting"
653,Two Sum IV - Input is a BST,Easy, https://leetcode.com/problems/two-sum-iv-input-is-a-bst, "Tree, Depth-First Search, Breadth-First Search, Binary Search Tree"
540,Single Element in a Sorted Array,Medium, https://leetcode.com/problems/single-element-in-a-sorted-array, "Array, Binary Search"
716,Max Stack,Easy, https://leetcode.com/problems/max-stack, "Stack, Design, Linked List"
150,Evaluate Reverse Polish Notation,Medium, https://leetcode.com/problems/evaluate-reverse-polish-notation, "Stack, Math"
611,Valid Triangle Number,Medium, https://leetcode.com/problems/valid-triangle-number, "Array, Two Pointers, Sorting"
1373,Maximum Sum BST in Binary Tree,Hard, https://leetcode.com/problems/maximum-sum-bst-in-binary-tree, "Tree, Depth-First Search, Dynamic Programming, Binary Search Tree"
335,Self Crossing,Hard, https://leetcode.com/problems/self-crossing, "Math, Geometry"
1074,Number of Submatrices That Sum to Target,Hard, https://leetcode.com/problems/number-of-submatrices-that-sum-to-target, "Array, Hash Table, Matrix, Prefix Sum"
1084,Sales Analysis III,Easy, https://leetcode.com/problems/sales-analysis-iii, "SQL"
1242,Web Crawler Multithreaded,Medium, https://leetcode.com/problems/web-crawler-multithreaded, "Concurrency, Depth-First Search, Breadth-First Search"
538,Convert BST to Greater Tree,Easy, https://leetcode.com/problems/convert-bst-to-greater-tree, "Tree, Depth-First Search, Binary Search Tree"
270,Closest Binary Search Tree Value,Easy, https://leetcode.com/problems/closest-binary-search-tree-value, "Tree, Binary Search"
310,Minimum Height Trees,Medium, https://leetcode.com/problems/minimum-height-trees, "Breadth-First Search, Graph, Topological Sort"
1083,Sales Analysis II,Easy, https://leetcode.com/problems/sales-analysis-ii, "SQL"
354,Russian Doll Envelopes,Hard, https://leetcode.com/problems/russian-doll-envelopes, "Array, Dynamic Programming, Sorting, Binary Search"
130,Surrounded Regions,Medium, https://leetcode.com/problems/surrounded-regions, "Array, Depth-First Search, Breadth-First Search, Union Find"
349,Intersection of Two Arrays,Easy, https://leetcode.com/problems/intersection-of-two-arrays, "Array, Hash Table, Two Pointers, Binary Search, Sorting"
1161,Maximum Level Sum of a Binary Tree,Medium, https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree, "Tree, Breadth-First Search"
340,Longest Substring with At Most K Distinct Characters,Hard, https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters, "Hash Table, String, Sliding Window"
427,Construct Quad Tree,Medium, https://leetcode.com/problems/construct-quad-tree, "Tree, Divide and Conquer"
1405,Longest Happy String,Medium, https://leetcode.com/problems/longest-happy-string, "Greedy, String, Heap (Priority Queue)"
732,My Calendar III,Hard, https://leetcode.com/problems/my-calendar-iii, "Design, Segment Tree, Ordered Map"
86,Partition List,Medium, https://leetcode.com/problems/partition-list, "Linked List, Two Pointers"
1007,Minimum Domino Rotations For Equal Row,Medium, https://leetcode.com/problems/minimum-domino-rotations-for-equal-row, "Array, Greedy"
307,Range Sum Query - Mutable,Medium, https://leetcode.com/problems/range-sum-query-mutable, "Array, Binary Indexed Tree, Segment Tree, Design"
1117,Building H2O,Medium, https://leetcode.com/problems/building-h2o, "Concurrency"
528,Random Pick with Weight,Medium, https://leetcode.com/problems/random-pick-with-weight, "Math, Binary Search, Prefix Sum, Randomized"
873,Length of Longest Fibonacci Subsequence,Medium, https://leetcode.com/problems/length-of-longest-fibonacci-subsequence, "Array, Hash Table, Dynamic Programming"
844,Backspace String Compare,Easy, https://leetcode.com/problems/backspace-string-compare, "Two Pointers, String, Stack, Simulation"
1375,Bulb Switcher III,Medium, https://leetcode.com/problems/bulb-switcher-iii, "Array, Greedy"
339,Nested List Weight Sum,Easy, https://leetcode.com/problems/nested-list-weight-sum, "Depth-First Search, Breadth-First Search"
451,Sort Characters By Frequency,Medium, https://leetcode.com/problems/sort-characters-by-frequency, "Hash Table, String, Sorting, Heap (Priority Queue)"
1008,Construct Binary Search Tree from Preorder Traversal,Medium, https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal, "Tree, Binary Search Tree, Recursion"
321,Create Maximum Number,Hard, https://leetcode.com/problems/create-maximum-number, "Greedy, Dynamic Programming, Monotonic Stack"
